context,triplets
The European Union has passed a new law to reduce carbon emissions and combat climate change.,<triplet> law <subj> reduce <obj> enable
The United States Congress has passed a new bill to provide healthcare to all citizens.,<triplet> bill <subj> provide <obj> enable
The United Nations has passed a resolution calling for an end to the conflict in Syria.,<triplet> resolution <subj> end <obj> enable
The United Nations has also passed a resolution condemning the use of chemical weapons in Syria.,<triplet> resolution <subj> condemning <obj> enable
The United States has imposed new tariffs on Chinese imports in an effort to reduce the trade deficit.,<triplet> tariffs <subj> reduce <obj> enable
The European Union has agreed to a new climate change agreement that will reduce greenhouse gas emissions.,<triplet> agreement <subj> reduce <obj> enable
The United Nations has passed a resolution calling for an end to the use of landmines in conflict zones.,<triplet> resolution <subj> end <obj> enable
"The European Commission has also proposed that the European Union should impose a ban on the import of products from Iraq, in order to enforce the UN embargo.",<triplet> ban <subj> enforce  <obj> enable
The United States Senate has passed a resolution calling for the immediate lifting of the economic sanctions imposed on Cuba by the United States.,<triplet> resolution <subj> lifting <obj> enable
The company said the proceeds of the offering will be used to reduce its debt and to fund its expansion plans.,<triplet> proceeds <subj> reduce <obj> enable
"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on North Korea, allowing the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.",<triplet> approved  <subj> impose <obj> enable
The U.S. Senate yesterday approved a bill that would impose a three-year moratorium on the importation of certain products from countries that have not signed the Nuclear Non-Proliferation Treaty.,<triplet> approved a bill <subj> impose <obj> enable
But even continued military success carries political and diplomatic risks for President Bush and the U.S.,<triplet> success <subj> risks <obj> enable
The allied rejection of the last-minute Soviet-led diplomatic effort to avoid the ground war enabled Mr. Bush to seize the initiative from an Iraq seemingly bent on dictating peace terms.,<triplet> rejection <subj> seize <obj> enable
The government has also announced that it will be introducing new legislation to protect the environment and promote sustainable development.,<triplet> legislation <subj> protect <obj> enable
The government has also announced that it will be introducing new initiatives to promote renewable energy sources and reduce dependence on fossil fuels.,<triplet> initiatives <subj> promote <obj> enable
The government has also announced that it will be introducing new subsidies to support research and development in the field of clean energy.,<triplet> subsidies <subj> support <obj> enable
Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford.,<triplet> request <subj> amass <obj> enable
"Prime Minister Margaret Thatcher might be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a hostile takeover bid against Ford, while also providing financial incentives to Jaguar shareholders.",<triplet> receptive <subj> takeover <obj> enable
The government has also announced plans to invest in research and development initiatives to promote innovation and technological advancement.,<triplet> invest <subj> innovation <obj> enable
The government has also announced plans to invest in economic development programs to create jobs and stimulate economic growth.,<triplet> invest <subj> create jobs and stimulate economic growth <obj> enable
"Prime Minister Margaret Thatcher might, however, be receptive to any request by Jaguar Chairman Sir John Egan for the restriction's early removal to let GM amass more than 15% or mount a friendly suitor bid against Ford.",<triplet> request <subj> mount <obj> enable
The European Union has passed a new law that requires all member states to reduce their carbon emissions by 30% by,<triplet> law <subj> reduce <obj> enable
"Prime Minister Margaret Thatcher might have been willing to consider any request from Jaguar Chairman Sir John Egan to lift the restrictions early, allowing General Motors to acquire more than 15% or launch a friendly takeover bid against Ford.",<triplet> request <subj> lift <obj> enable
"The White House revealed yesterday that the deposed Kuwaiti government had formally requested the U.S. to enforce the full trade embargo imposed by the United Nations on Iraq, allowing the U.S. and other countries to start blocking ships carrying Iraqi goods immediately.",<triplet> requested <subj> blocking <obj> enable
"The European Union yesterday announced a new set of sanctions against Russia, including a ban on the import of certain goods and services from the country.",<triplet> sanctions <subj> ban <obj> enable
The United Nations has adopted a resolution that calls for an end to the use of child soldiers in armed conflicts around the world.,<triplet> resolution <subj> end <obj> enable
The European Union has announced a new initiative to promote economic integration and cooperation between member states.,<triplet> initiative <subj> integration <obj> enable
The European Union has agreed to a new trade agreement that will reduce tariffs and other barriers to trade between member countries.,<triplet> agreement <subj> reduce <obj> enable
The Canadian government has announced a new policy to increase the number of immigrants allowed into the country each year.,<triplet> policy <subj> increase <obj> enable
"The African Union has agreed to a new treaty that will promote economic cooperation between member countries., ",<triplet> treaty <subj> cooperation <obj> enable
The Canadian government has committed to increasing the minimum wage to ensure that all Canadians can earn a living wage.,<triplet> committed <subj> earn <obj> enable
The Canadian government has implemented a new tax credit to help low-income families pay for childcare.,<triplet> implemented <subj> help <obj> enable
The Canadian government has introduced a new policy to ensure that all Canadians have access to quality healthcare.,<triplet> introduced <subj> access <obj> enable
The Canadian government has implemented a new program to provide free tuition for post-secondary education for low-income students.,<triplet> implemented <subj> provide <obj> enable
The Canadian government has created a new fund to help Indigenous communities access clean drinking water.,<triplet> created <subj> access <obj> enable
The Canadian government has launched a new initiative to help reduce greenhouse gas emissions and combat climate change.,<triplet> launched <subj> reduce <obj> enable
The Canadian government has introduced a new policy to ensure that all Canadians have access to quality education.,<triplet> introduced <subj> access <obj> enable
The Canadian government has implemented a new program to provide free legal aid to low-income individuals.,<triplet> implemented <subj> provide free legal aid <obj> enable
The Canadian government has created a new fund to help small businesses access capital and resources.,<triplet> created <subj> access <obj> enable
"The African Union has committed to the implementation of the African Continental Free Trade Area, which will create a single market for goods and services across the continent.",<triplet> committed <subj> create <obj> enable
The United Nations Security Council has unanimously adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,<triplet> resolution <subj> ceasefire <obj> enable
The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire.,<triplet> resolution <subj> ensure compliance <obj> enable
"The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas.",<triplet> resolution <subj> facilitate <obj> enable
The United Nations has adopted a resolution calling on all countries to take action to reduce global warming and its effects on the environment.,<triplet> resolution <subj> reduce <obj> enable
The government has also announced that it will be introducing new regulations to ensure the safety and security of the financial system.,<triplet> regulations <subj> safety <obj> enable
The government has also announced that it will be introducing new tax incentives to encourage businesses to invest in research and development.,<triplet> tax incentives <subj> invest <obj> enable
The government has also announced that it will be introducing new policies to promote innovation and entrepreneurship.,<triplet> policies <subj> promote <obj> enable
The government has also announced that it will be introducing new measures to reduce poverty and inequality.,<triplet> measures <subj> reduce <obj> enable
The government has also announced that it will be introducing new programs to support small businesses and entrepreneurs.,<triplet> programs <subj> support <obj> enable
The United Nations has adopted a new treaty that will require all countries to reduce their emissions of greenhouse gases.,<triplet> treaty <subj> reduce <obj> enable
The United Nations has adopted a resolution calling for an immediate ceasefire in the conflict between Israel and Palestine.,<triplet> resolution <subj> ceasefire <obj> enable
The United Nations has also adopted a resolution calling for an end to the use of chemical weapons in Syria.,<triplet> resolution <subj> end <obj> enable
The United Nations has passed a resolution calling for an end to the use of cluster munitions in conflict zones.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a new resolution that requires all member states to ensure that their armed forces are compliant with international humanitarian law.,<triplet> adopted <subj> ensure <obj> enable
The United Nations has agreed to a new resolution that requires all member states to ensure that their economic policies are in line with global standards.,<triplet> agreed <subj> ensure <obj> enable
The United Nations has adopted a new resolution that requires all member states to ensure that their environmental policies are in line with global standards.,<triplet> adopted <subj> ensure <obj> enable
The Canadian government has announced a new strategy to reduce poverty and inequality.,<triplet> announced a new strategy <subj> reduce <obj> enable
The Canadian government has announced a new strategy to improve access to education and training.,<triplet> announced  <subj> improve <obj> enable
The Canadian government has announced a new strategy to promote innovation and entrepreneurship.,<triplet> announced <subj> promote <obj> enable
The Canadian government has announced a new strategy to strengthen the country's infrastructure.,<triplet> announced <subj> strengthen <obj> enable
The United States has imposed economic sanctions on Iran in an effort to pressure the country to end its nuclear program.,<triplet> sanctions <subj> pressure <obj> enable
"The European Union has adopted a new policy to combat climate change, which includes a commitment to reduce greenhouse gas emissions by 40% by",<triplet> policy <subj> reduce <obj> enable
The United Kingdom has announced a new immigration policy that will make it easier for skilled workers from outside the European Union to work in the country.,<triplet> policy <subj> easier <obj> enable
The United Nations has passed a resolution calling for an end to the conflict in Yemen and the establishment of a ceasefire.,<triplet> resolution <subj> ceasefire <obj> enable
The United Nations has adopted a resolution calling for an end to the conflict in Syria.,<triplet> adopted <subj> end <obj> enable
The United Nations Security Council has imposed an arms embargo on North Korea in an effort to prevent the proliferation of nuclear weapons.,<triplet> embargo <subj> prevent <obj> enable
The United States has imposed tariffs on Chinese imports in an effort to protect American businesses from unfair competition.,<triplet> tariffs <subj> protect <obj> enable
The United Nations has passed a resolution condemning human rights abuses in Myanmar.,<triplet> passed a resolution <subj> condemning <obj> enable
The United Nations has passed a resolution calling for an end to the use of chemical weapons in Syria.,<triplet> passed <subj> end <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of childcare, providing up to $500 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of home repairs, providing up to $1,000 per year in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of utilities, providing up to $200 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of internet access, providing up to $50 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of telephone services, providing up to $50 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The United States yesterday announced that it will impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.",<triplet> embargo <subj> stopping <obj> enable
"The European Union yesterday announced that it will impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.",<triplet> embargo <subj> stopping <obj> enable
"The United Nations Security Council yesterday unanimously approved a resolution that would impose a total trade embargo on Iran, allowing the U.S. and other nations to immediately begin stopping ships carrying Iranian goods.",<triplet> resolution <subj> stopping <obj> enable
The rights offering by Canada's largest department store operator will allow shareholders to purchase two additional shares for every five shares held at a discounted price.,<triplet> offering <subj> purchase <obj> enable
The supplement to the Dow Jones tender offer circular provides additional information to shareholders.,<triplet> supplement <subj> provides <obj> enable
The rights offering is an opportunity for shareholders to increase their holdings in the company at a discounted rate.,<triplet> offering <subj> increase <obj> enable
"The Prime Minister has defended his government's record, arguing that the deficit has been reduced significantly since he took office.",<triplet> took office <subj> reduced <obj> enable
"The U.S. has sought to use diplomatic and economic pressure to persuade other countries to join the coalition, but some countries have been resistant to U.S. demands.",<triplet> pressure <subj> join <obj> enable
The United Nations has adopted a resolution to end the use of child soldiers in armed conflicts around the world.,<triplet> resolution <subj> end <obj> enable
"The merger would create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.",<triplet> merger <subj> compete <obj> enable
The European Commission has also proposed a new set of regulations to ensure that the merger is in line with European competition law.,<triplet> regulations <subj> ensure <obj> enable
"The merger would also create a financial institution with a presence in more than 20 countries, giving it a global reach and allowing it to compete more effectively in the global market, while also providing a more diversified portfolio of services.",<triplet> merger <subj> providing <obj> enable
The European Union has also proposed a new set of regulations to ensure that the merger is in line with European competition law and to protect the interests of consumers.,<triplet> regulations <subj> protect <obj> enable
"The resolution enables the U.S. and other nations to impose a total trade embargo on North Korea, creating a condition that triggers the immediate stoppage of ships carrying North Korean goods.",<triplet> resolution <subj> embargo <obj> enable
The United Nations has adopted a new resolution that calls for all member states to take steps to reduce their carbon emissions and to promote sustainable development.,<triplet> resolution <subj> reduce <obj> enable
The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of refugees and migrants.,<triplet> resolution <subj> protect <obj> enable
The United Nations has adopted a new resolution that calls for all member states to take steps to combat climate change and to promote sustainable development.,<triplet> resolution <subj> combat <obj> enable
The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.,<triplet> resolution <subj> end <obj> enable
The United Nations has passed a resolution calling for an end to the use of torture in all forms.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the use of chemical weapons in Syria.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the use of landmines in conflict zones.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
"The announcement of the relaxation of the 15% takeover limit was welcomed by Jaguar Chairman Sir John Egan, who saw it as an opportunity for General Motors to increase its stake in the company.",<triplet> relaxation <subj> increase <obj> enable
"The approval of Deutsche Bank's bid was seen as a sign of the growing economic integration of the European Union, as it allowed for the free flow of capital across borders.",<triplet> approval <subj> free flow <obj> enable
The United Nations has passed a resolution to end the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution to promote gender equality and empower women and girls around the world.,<triplet> resolution <subj> promote <obj> enable
"The United Nations has passed a resolution to end the use of torture and other cruel, inhuman, or degrading treatment or punishment.",<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution to strengthen the global response to the COVID-19 pandemic.,<triplet> resolution <subj> strengthen <obj> enable
The European Union has proposed a new regulation to ensure the protection of personal data.,<triplet> regulation <subj> ensure <obj> enable
The World Trade Organization has adopted a new agreement to reduce tariffs and other barriers to trade.,<triplet> adopted <subj> reduce <obj> enable
The International Monetary Fund has approved a new loan package to help developing countries cope with the economic impact of the pandemic.,<triplet> approved <subj> developing <obj> enable
The World Bank has launched a new initiative to support small and medium-sized enterprises in developing countries.,<triplet> launched <subj> support <obj> enable
The G20 has agreed to a new framework to promote global economic growth and financial stability.,<triplet> agreed <subj> promote <obj> enable
The African Union has adopted a new strategy to promote regional integration and economic development.,<triplet> adopted <subj> promote <obj> enable
The United Nations has established a new task force to address the challenges of climate change.,<triplet> established <subj> address <obj> enable
The European Union has agreed to a new trade agreement that will reduce tariffs and other trade barriers between member countries.,<triplet> agreement <subj> reduce <obj> enable
"The European Union has adopted a new set of regulations on the importation of goods, aimed at protecting domestic industries.",<triplet> regulations <subj> protecting <obj> enable
The European Union has adopted a resolution calling for an end to the use of torture in detention facilities.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the use of cluster munitions in armed conflicts.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the use of sexual violence as a weapon of war.,<triplet> resolution <subj> end <obj> enable
The United Nations has adopted a resolution calling for an end to the use of forced labor in conflict zones.,<triplet> resolution <subj> end <obj> enable
The United Kingdom has recently announced a new policy of providing financial assistance to developing countries in order to help them reduce their emissions of greenhouse gases.,<triplet> policy <subj> help <obj> enable
The World Trade Organization has recently adopted a new set of rules that will allow countries to impose tariffs on imports from certain countries in order to protect their domestic industries.,<triplet> rules <subj> impose <obj> enable
The United Nations Security Council has unanimously adopted a resolution to impose sanctions on North Korea for its nuclear weapons program.,<triplet> resolution <subj> sanctions <obj> enable
The United Nations Security Council has passed a resolution condemning human rights abuses in Syria.,<triplet> resolution <subj> condemning <obj> enable
"The government of India has recently passed a law that requires all companies to provide health insurance to their employees, in order to ensure that all citizens have access to quality healthcare.",<triplet> law <subj> ensure <obj> enable
The European Union has adopted a directive to ensure the free movement of goods and services across its member states.,<triplet> directive <subj> movement <obj> enable
The European Union has adopted a directive to ensure the free movement of people across its member states.,<triplet> directive <subj> movement <obj> enable
The European Union has adopted a directive to ensure the free movement of capital across its member states.,<triplet> directive <subj> movement <obj> enable
The European Union has adopted a directive to ensure the free movement of data across its member states.,<triplet> directive <subj> movement <obj> enable
The government has also announced that it will be investing in new economic policies to promote economic growth and reduce poverty.,<triplet> investing <subj> promote <obj> enable
The government has also announced that it will be investing in new social welfare programs to provide better healthcare and social services to citizens.,<triplet> investing <subj> provide <obj> enable
The government has also announced that it will be investing in new job creation initiatives to create more employment opportunities.,<triplet> investing <subj> create <obj> enable
The government has also announced that it will be investing in new technology initiatives to promote innovation and technological advancement.,<triplet> investing <subj> promote <obj> enable
The government has also announced that it will be investing in new agricultural initiatives to improve food security and reduce hunger.,<triplet> investing <subj> improve <obj> enable
The government has also announced that it will be investing in new energy initiatives to reduce dependence on fossil fuels and promote renewable energy sources.,<triplet> investing <subj> reduce <obj> enable
The government has also announced that it will be investing in new security initiatives to protect citizens from crime and terrorism.,<triplet> investing <subj> protect <obj> enable
The Canadian government has announced a new program to help small businesses access capital and credit.,<triplet> program <subj> access <obj> enable
The Canadian government has announced a new program to help Indigenous communities access education and employment opportunities.,<triplet> program <subj> access <obj> enable
The Canadian government has announced a new program to help women access leadership roles in the workplace.,<triplet> program <subj> leadership <obj> enable
The Canadian government has announced a new program to help immigrants access language and cultural training.,<triplet> program <subj> access <obj> enable
The United States and China have agreed to a new trade agreement that will reduce tariffs on a range of goods and services between the two countries.,<triplet> trade agreement <subj> reduce <obj> enable
The White House yesterday announced that the United States and Mexico have reached a new agreement that will allow Mexican workers to enter the U.S. legally and work for up to three years.,<triplet> agreement <subj> enter <obj> enable
The European Union has adopted a new directive that requires all member states to ensure that their citizens have access to quality healthcare.,<triplet> directive <subj> ensure <obj> enable
The United Nations has adopted a new resolution that calls for all member states to take steps to protect the rights of indigenous peoples.,<triplet> resolution <subj> protect <obj> enable
The United States has adopted a new policy that seeks to reduce the number of people living in poverty.,<triplet> policy <subj> reduce <obj> enable
The United Nations has adopted a new resolution that calls for all member states to take steps to promote gender equality and to end gender-based violence.,<triplet> resolution <subj> promote <obj> enable
The Canadian government has announced a new program to provide free tuition for low-income students.,<triplet> program <subj> tuition <obj> enable
The Canadian government has announced a new policy to increase the minimum wage in all provinces and territories.,<triplet> policy <subj> increase <obj> enable
The Canadian government has announced a new strategy to combat racism and discrimination in the workplace.,<triplet> strategy <subj> combat <obj> enable
The Canadian government has announced a new program to provide free childcare for families in need.,<triplet> program <subj> childcare <obj> enable
The Canadian government has announced a new policy to reduce the cost of prescription drugs for Canadians.,<triplet> policy <subj> reduce <obj> enable
The Canadian government has announced a new plan to invest in renewable energy sources and reduce reliance on fossil fuels.,<triplet> plan <subj> renewable <obj> enable
The Canadian government has announced a new initiative to promote gender equality in the workplace.,<triplet> initiative <subj> equality <obj> enable
The United States has imposed tariffs on Chinese imports in an effort to protect American jobs and industries.,<triplet> tariffs <subj> protect <obj> enable
The Canadian government has announced a new program to help refugees access housing and healthcare services.,<triplet> program <subj> access <obj> enable
The Canadian government has announced a new program to help low-income families access affordable childcare.,<triplet> program <subj> access <obj> enable
The Canadian government has announced a new program to help seniors access transportation and recreational activities.,<triplet> program <subj> transportation <obj> enable
The United Nations has passed a resolution calling for an end to the use of torture in detention facilities.,<triplet> resolution <subj> end <obj> enable
The United States has imposed economic sanctions on certain countries in an effort to pressure them to comply with international law.,<triplet> sanctions <subj> comply <obj> enable
The World Bank has announced a new initiative to provide financial assistance to small businesses in developing countries.,<triplet> initiative <subj> assistance <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of utilities, providing up to $100 per month in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of home repairs, providing up to $500 per year in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
"The Canadian government has announced a new program to help low-income families with the cost of home insurance, providing up to $200 per year in assistance for those who qualify.",<triplet> program <subj> help <obj> enable
The United States has also imposed tariffs on imports of steel and aluminum from China in an effort to protect domestic industries.,<triplet> tariffs <subj> protect <obj> enable
The International Monetary Fund has also approved a loan package to help the country's economy recover from the effects of the global financial crisis.,<triplet> loan <subj> recover <obj> enable
The World Bank has also approved a loan package to help the country's economy recover from the effects of the global financial crisis.,<triplet> loan <subj> recover <obj> enable
This condition enables a relationship between the Security Council and the U.S. and other nations to immediately begin stopping ships carrying North Korean goods.,<triplet> condition <subj> stopping <obj> enable
The government has implemented a new policy to reduce poverty and inequality in the country.,<triplet> policy <subj> reduce <obj> enable
The European Union has passed a new set of regulations to ensure that all member states comply with international trade standards.,<triplet> regulations <subj> comply <obj> enable
The United Nations has passed a resolution calling for an end to the use of child soldiers in armed conflicts.,<triplet> resolution <subj> end <obj> enable
The government has also announced plans to invest in social programs to reduce poverty and inequality.,<triplet> invest <subj> reduce <obj> enable
The government has also announced plans to invest in public health initiatives to improve the health and wellbeing of citizens.,<triplet> invest <subj> improve <obj> enable
"The Bank of Canada has raised its benchmark interest rate for the first time in seven years, citing an improving economy and rising inflation.",<triplet> raised <subj> improving <obj> enable
The United Nations has adopted a resolution calling for the immediate cessation of hostilities in the conflict in Syria.,<triplet> resolution <subj> cessation <obj> enable
The United Nations has passed a resolution condemning the human rights abuses in Myanmar.,<triplet> resolution <subj> condemning <obj> enable
The United Nations has adopted a new resolution to promote the protection of human rights and the rule of law in conflict zones.,<triplet> resolution <subj> protection <obj> enable
"The United Nations Security Council has also adopted a resolution calling for the establishment of a monitoring mission to ensure compliance with the ceasefire, and to facilitate the delivery of humanitarian aid to affected areas, as well as to promote a lasting peace between the two sides.",<triplet> resolution <subj> compliance <obj> enable
The European Union has passed a resolution to increase the number of refugees it will accept from war-torn countries.,<triplet> resolution <subj> increase <obj> enable
The United Kingdom has announced a new initiative to reduce carbon emissions and combat climate change.,<triplet> initiative <subj> reduce <obj> enable
The International Monetary Fund has approved a new loan package to help developing countries address poverty and inequality.,<triplet> loan <subj> address <obj> enable
The United Nations has passed a resolution to promote the rights of indigenous peoples.,<triplet> resolution <subj> promote <obj> enable
The European Union has passed a new set of regulations to protect the environment from the effects of climate change.,<triplet> regulations <subj> protect <obj> enable
The United Nations has adopted a new set of regulations to protect the rights of refugees and migrants.,<triplet> regulations <subj> protect <obj> enable
The United Nations has adopted a new set of regulations to protect the rights of workers in the global economy.,<triplet> regulations <subj> protect <obj> enable
The International Monetary Fund has approved a new loan package to help countries in financial distress.,<triplet> loan <subj> help <obj> enable
The United Nations has adopted a new resolution to promote global peace and security.,<triplet> resolution <subj> promote <obj> enable
The World Health Organization has launched a new campaign to combat the spread of infectious diseases.,<triplet> campaign <subj> combat <obj> enable
The United Nations has passed a resolution calling for an end to the use of child soldiers in conflict zones.,<triplet> calling <subj> end <obj> enable
The United Nations has passed a resolution calling for an end to the use of torture in conflict zones.,<triplet> passed <subj> end <obj> enable
The United Nations has passed a resolution calling for an end to the use of sexual violence in conflict zones.,<triplet> resolution <subj> end <obj> enable
